year,Seasons,Districts,Crop_Type,Production,Arable_Size
2020,Season C,Kayonza,Sweet potatoes,556,74
2020,Season C,Kayonza,Irish potatoes,116,23
2020,Season C,Kayonza,Bush bean,NA,3
2020,Season C,Kayonza,Climbing bean,NA,NA
2020,Season C,Kayonza,Peas,NA,NA
2020,Season C,Kayonza,Soya beans,NA,NA
2020,Season C,Kayonza,Vegetables,2412,249
2020,Season C,Kirehe,Sweet potatoes,392,87
2020,Season C,Kirehe,Irish potatoes,70,11
2020,Season C,Kirehe,Bush bean,9,10
2020,Season C,Kirehe,Climbing bean,NA,1
2020,Season C,Kirehe,Peas,NA,3
2020,Season C,Kirehe,Soya beans,NA,15
2020,Season C,Kirehe,Vegetables,2266,339
2020,Season C,Ngoma,Sweet potatoes,361,67
2020,Season C,Ngoma,Irish potatoes,NA,NA
2020,Season C,Ngoma,Bush bean,7,7
2020,Season C,Ngoma,Climbing bean,NA,NA
2020,Season C,Ngoma,Peas,NA,1
2020,Season C,Ngoma,Soya beans,NA,NA
2020,Season C,Ngoma,Vegetables,1402,132
2020,Season C,Bugesera,Sweet potatoes,959,173
2020,Season C,Bugesera,Irish potatoes,NA,NA
2020,Season C,Bugesera,Bush bean,4,8
2020,Season C,Bugesera,Climbing bean,NA,NA
2020,Season C,Bugesera,Peas,NA,NA
2020,Season C,Bugesera,Soya beans,NA,2
2020,Season C,Bugesera,Vegetables,1817,247
2021,Season A,Nyarugenge,Maize,1209.115338,874.3945
2021,Season A,Nyarugenge,Sorghum,NA,NA
2021,Season A,Nyarugenge,Paddy rice,NA,NA
2021,Season A,Nyarugenge,Wheat,NA,NA
2021,Season A,Nyarugenge,Other Cereals,NA,NA
2021,Season A,Nyarugenge,Cassava,1703.782226,1068.02
2021,Season A,Nyarugenge,Sweet potatoes,2015.821045,371.3387
2021,Season A,Nyarugenge,Irish potatoes,400.5209633,82.08655
2021,Season A,Nyarugenge,Yams & Taro,353.4904516,54.64313
2021,Season A,Nyarugenge,Cooking Banana,2662.816617,713.4284
2021,Season A,Nyarugenge,Dessert banana,1829.16199,417.7921
2021,Season A,Nyarugenge,Banana for beer,6000.08102,948.5656
2021,Season A,Nyarugenge,Legumes and Pulses,1887.172867,2771.767294
2021,Season A,Nyarugenge,Bush bean,1685.137201,2442.408
2021,Season A,Nyarugenge,Small red bean,NA,NA
2021,Season A,Nyarugenge,Climbing bean,3.988905865,5.540274
2021,Season A,Nyarugenge,Peas,NA,NA
2021,Season A,Nyarugenge,Ground nuts,21.5970148,46.98152
2021,Season A,Nyarugenge,Soya beans,176.4497445,276.8375
2021,Season A,Nyarugenge,Vegetables,2491.230674,246.49085
2021,Season A,Nyarugenge,Fruits,113.7277261,38.868546
2021,Season A,Nyarugenge,Fodder crops,629.5538311,28.84588
2021,Season A,Nyarugenge,Other crops,415.7581466,405.71885
2021,Season A,Gasabo,Maize,3612.87317,3119.60375
2021,Season A,Gasabo,Sorghum,NA,NA
2021,Season A,Gasabo,Paddy rice,862.293,232.4744
2021,Season A,Gasabo,Wheat,NA,NA
2021,Season A,Gasabo,Other Cereals,1.089058997,9.323345
2021,Season A,Gasabo,Cassava,10731.20837,4220.88
2021,Season A,Gasabo,Sweet potatoes,7814.052536,1191.850371
2021,Season A,Gasabo,Irish potatoes,2699.242823,626.0991
2021,Season A,Gasabo,Yams & Taro,610.7764691,147.6107
2021,Season A,Gasabo,Cooking Banana,9585.621428,2113.16127
2021,Season A,Gasabo,Dessert banana,2839.477692,997.70374
2021,Season A,Gasabo,Banana for beer,7939.702031,1892.489
2021,Season A,Gasabo,Legumes and Pulses,5751.682475,10196.69673
2021,Season A,Gasabo,Bush bean,5040.022876,8847.422067
2021,Season A,Gasabo,Small red bean,NA,NA
2021,Season A,Gasabo,Climbing bean,240.3018624,402.4662
2021,Season A,Gasabo,Peas,158.536991,143.3003
2021,Season A,Gasabo,Ground nuts,193.3732454,440.7450996
2021,Season A,Gasabo,Soya beans,119.4474996,362.763066
2021,Season A,Gasabo,Vegetables,6117.989564,764.233593
2021,Season A,Gasabo,Fruits,14.945,175.6358438
2021,Season A,Gasabo,Fodder crops,7082.760374,564.5465358
2021,Season A,Gasabo,Other crops,1205.229706,518.2869902
2021,Season A,Kicukiro,Maize,1606.125455,965.80216
2021,Season A,Kicukiro,Sorghum,NA,NA
2021,Season A,Kicukiro,Paddy rice,171,27.17135
2021,Season A,Kicukiro,Wheat,NA,NA
2021,Season A,Kicukiro,Other Cereals,NA,NA
2021,Season A,Kicukiro,Cassava,455.7225854,381.2299
2021,Season A,Kicukiro,Sweet potatoes,2939.738585,422.6337
2021,Season A,Kicukiro,Irish potatoes,54.63442949,14.5459
2021,Season A,Kicukiro,Yams & Taro,251.9095065,49.81149
2021,Season A,Kicukiro,Cooking Banana,1886.981014,462.8006907
2021,Season A,Kicukiro,Dessert banana,936.430571,184.8484661
2021,Season A,Kicukiro,Banana for beer,2119.609161,420.6831
2021,Season A,Kicukiro,Legumes and Pulses,1523.605975,2466.593157
2021,Season A,Kicukiro,Bush bean,1435.623224,2291.208284
2021,Season A,Kicukiro,Small red bean,NA,NA
2021,Season A,Kicukiro,Climbing bean,14.83701302,29.15388
2021,Season A,Kicukiro,Peas,NA,NA
2021,Season A,Kicukiro,Ground nuts,31.4893953,68.82254
2021,Season A,Kicukiro,Soya beans,41.65634275,77.4084528
2021,Season A,Kicukiro,Vegetables,1033.087668,210.272038
2021,Season A,Kicukiro,Fruits,108.9910854,24.219012
2021,Season A,Kicukiro,Fodder crops,1019.558045,31.1622863
2021,Season A,Kicukiro,Other crops,1150.252573,838.8550635
2021,Season A,Nyanza,Maize,8133.576357,5242.3752
2021,Season A,Nyanza,Sorghum,167.6306917,278.0314
2021,Season A,Nyanza,Paddy rice,1355.256045,356.79903
2021,Season A,Nyanza,Wheat,NA,NA
2021,Season A,Nyanza,Other Cereals,NA,NA
2021,Season A,Nyanza,Cassava,58622.06424,13077.78
2021,Season A,Nyanza,Sweet potatoes,13922.23711,2483.2
2021,Season A,Nyanza,Irish potatoes,1112.336052,310.5415
2021,Season A,Nyanza,Yams & Taro,927.221438,943.30383
2021,Season A,Nyanza,Cooking Banana,7197.302901,3178.426
2021,Season A,Nyanza,Dessert banana,5111.448837,2024.526
2021,Season A,Nyanza,Banana for beer,15688.77169,4921.889
2021,Season A,Nyanza,Legumes and Pulses,13472.78268,23815.4697
2021,Season A,Nyanza,Bush bean,11353.84111,18678.52
2021,Season A,Nyanza,Small red bean,NA,NA
2021,Season A,Nyanza,Climbing bean,1353.095545,2494.075
2021,Season A,Nyanza,Peas,81.38552887,103.3574
2021,Season A,Nyanza,Ground nuts,208.7614541,892.9153
2021,Season A,Nyanza,Soya beans,475.6990366,1646.602
2021,Season A,Nyanza,Vegetables,5639.791078,606.92954
2021,Season A,Nyanza,Fruits,622.043455,243.101
2021,Season A,Nyanza,Fodder crops,5974.80928,410.10833
2021,Season A,Nyanza,Other crops,91.63221183,1747.82464
2021,Season A,Gisagara,Maize,12020.364,6319.644
2021,Season A,Gisagara,Sorghum,409.1373331,537.9981
2021,Season A,Gisagara,Paddy rice,8722.086866,2044.5633
2021,Season A,Gisagara,Wheat,NA,NA
2021,Season A,Gisagara,Other Cereals,89.36786372,165.87214
2021,Season A,Gisagara,Cassava,17606.46032,7573.884
2021,Season A,Gisagara,Sweet potatoes,14382.50941,2440.605367
2021,Season A,Gisagara,Irish potatoes,953.7488852,346.6471
2021,Season A,Gisagara,Yams & Taro,3511.893689,374.92783
2021,Season A,Gisagara,Cooking Banana,6569.4812,2749.904988
2021,Season A,Gisagara,Dessert banana,5764.397086,2112.207499
2021,Season A,Gisagara,Banana for beer,17850.18136,4820.837885
2021,Season A,Gisagara,Legumes and Pulses,11220.01085,20045.29694
2021,Season A,Gisagara,Bush bean,9075.062967,16126.43219
2021,Season A,Gisagara,Small red bean,2.646002853,5.620412
2021,Season A,Gisagara,Climbing bean,781.4417774,1307.467
2021,Season A,Gisagara,Peas,104.7139933,113.5459
2021,Season A,Gisagara,Ground nuts,186.8858522,481.5283
2021,Season A,Gisagara,Soya beans,1069.260261,2016.323543
2021,Season A,Gisagara,Vegetables,2802.99364,460.9456425
2021,Season A,Gisagara,Fruits,577.0748322,1058.11142
2021,Season A,Gisagara,Fodder crops,575.8079396,56.20413
2021,Season A,Gisagara,Other crops,496.2236852,656.2468851
2021,Season A,Nyaruguru,Maize,11154.82168,5796.3887
2021,Season A,Nyaruguru,Sorghum,NA,NA
2021,Season A,Nyaruguru,Paddy rice,NA,NA
2021,Season A,Nyaruguru,Wheat,29.60091683,32.86643
2021,Season A,Nyaruguru,Other Cereals,2.132729918,6.573287
2021,Season A,Nyaruguru,Cassava,11205.2876,5335.598
2021,Season A,Nyaruguru,Sweet potatoes,44883.78672,4844.653
2021,Season A,Nyaruguru,Irish potatoes,7751.45976,1379.17759
2021,Season A,Nyaruguru,Yams & Taro,5184.344704,725.6179
2021,Season A,Nyaruguru,Cooking Banana,6317.976106,1682.457784
2021,Season A,Nyaruguru,Dessert banana,2774.092763,1280.770616
2021,Season A,Nyaruguru,Banana for beer,10261.22706,2529.361784
2021,Season A,Nyaruguru,Legumes and Pulses,5673.983986,10397.6013
2021,Season A,Nyaruguru,Bush bean,1085.269879,2073.65652
2021,Season A,Nyaruguru,Small red bean,NA,NA
2021,Season A,Nyaruguru,Climbing bean,4019.094128,7220.077
2021,Season A,Nyaruguru,Peas,318.5151587,370.4842
2021,Season A,Nyaruguru,Ground nuts,7.807980688,36.15308
2021,Season A,Nyaruguru,Soya beans,243.2968399,697.2305
2021,Season A,Nyaruguru,Vegetables,5583.797548,620.43492
2021,Season A,Nyaruguru,Fruits,326.0710495,224.7045018
2021,Season A,Nyaruguru,Fodder crops,6127.617781,341.53345
2021,Season A,Nyaruguru,Other crops,3289.438864,1865.698418
2021,Season A,Huye,Maize,6988.985972,4506.8807
2021,Season A,Huye,Sorghum,NA,NA
2021,Season A,Huye,Paddy rice,4003.378,972.4139
2021,Season A,Huye,Wheat,NA,NA
2021,Season A,Huye,Other Cereals,153.4053995,362.6324
2021,Season A,Huye,Cassava,46557.44006,9411.796619
2021,Season A,Huye,Sweet potatoes,17600.60797,3137.394503
2021,Season A,Huye,Irish potatoes,3414.407731,941.3836
2021,Season A,Huye,Yams & Taro,1545.795778,226.806
2021,Season A,Huye,Cooking Banana,9800.762726,2362.439678
2021,Season A,Huye,Dessert banana,5294.175086,1905.239
2021,Season A,Huye,Banana for beer,13818.19543,3599.719
2021,Season A,Huye,Legumes and Pulses,10649.59855,16954.75458
2021,Season A,Huye,Bush bean,7364.504054,11599.57498
2021,Season A,Huye,Small red bean,0.950766816,5.225251
2021,Season A,Huye,Climbing bean,2089.618769,3068.423
2021,Season A,Huye,Peas,142.396924,144.0384
2021,Season A,Huye,Ground nuts,101.164213,236.9172
2021,Season A,Huye,Soya beans,950.963825,1905.801
2021,Season A,Huye,Vegetables,3202.069259,468.72035
2021,Season A,Huye,Fruits,92.82826828,170.92752
2021,Season A,Huye,Fodder crops,1421.537614,106.1623
2021,Season A,Huye,Other crops,48.07367,1470.365535
2021,Season A,Nyamagabe,Maize,8268.838467,5603.724774
2021,Season A,Nyamagabe,Sorghum,NA,NA
2021,Season A,Nyamagabe,Paddy rice,575.2886123,266.9829
2021,Season A,Nyamagabe,Wheat,62.51562685,128.2746
2021,Season A,Nyamagabe,Other Cereals,NA,NA
2021,Season A,Nyamagabe,Cassava,15195.62618,7230.596
2021,Season A,Nyamagabe,Sweet potatoes,54194.96555,8110.707
2021,Season A,Nyamagabe,Irish potatoes,15054.72552,2622.45442
2021,Season A,Nyamagabe,Yams & Taro,1766.198781,396.9044
2021,Season A,Nyamagabe,Cooking Banana,3811.286604,1708.397
2021,Season A,Nyamagabe,Dessert banana,2264.208866,908.7098
2021,Season A,Nyamagabe,Banana for beer,14066.93029,4730.107
2021,Season A,Nyamagabe,Legumes and Pulses,8399.540626,14919.33119
2021,Season A,Nyamagabe,Bush bean,1911.9767,4176.54473
2021,Season A,Nyamagabe,Small red bean,3.780742292,23.77773
2021,Season A,Nyamagabe,Climbing bean,4424.106118,7742.593572
2021,Season A,Nyamagabe,Peas,1309.346476,1409.801
2021,Season A,Nyamagabe,Ground nuts,4.459853784,18.77189
2021,Season A,Nyamagabe,Soya beans,745.8707353,1571.62
2021,Season A,Nyamagabe,Vegetables,4900.804432,680.38868
2021,Season A,Nyamagabe,Fruits,386.2875777,215.28947
2021,Season A,Nyamagabe,Fodder crops,4026.145866,267.04337
2021,Season A,Nyamagabe,Other crops,NA,996.2961
2021,Season A,Ruhango,Maize,4475.187534,3454.350642
2021,Season A,Ruhango,Sorghum,3.646135171,11.27479
2021,Season A,Ruhango,Paddy rice,4177.159199,852.4692
2021,Season A,Ruhango,Wheat,NA,NA
2021,Season A,Ruhango,Other Cereals,15.9139059,30.18749
2021,Season A,Ruhango,Cassava,95120.34789,18193.58988
2021,Season A,Ruhango,Sweet potatoes,12127.85534,1951.157
2021,Season A,Ruhango,Irish potatoes,1681.108001,457.8212
2021,Season A,Ruhango,Yams & Taro,2149.984002,578.1029606
2021,Season A,Ruhango,Cooking Banana,3335.866546,1705.132047
2021,Season A,Ruhango,Dessert banana,2723.277402,1907.537655
2021,Season A,Ruhango,Banana for beer,17403.14998,5547.847321
2021,Season A,Ruhango,Legumes and Pulses,10857.22878,18068.24648
2021,Season A,Ruhango,Bush bean,6415.838598,10577.32536
2021,Season A,Ruhango,Small red bean,NA,NA
2021,Season A,Ruhango,Climbing bean,2582.343175,3296.360734
2021,Season A,Ruhango,Peas,85.96397687,121.4574
2021,Season A,Ruhango,Ground nuts,299.285833,1114.81407
2021,Season A,Ruhango,Soya beans,1473.797196,2958.288922
2021,Season A,Ruhango,Vegetables,3409.719935,469.5435842
2021,Season A,Ruhango,Fruits,178.5764999,215.20089
2021,Season A,Ruhango,Fodder crops,7527.321255,612.9042109
2021,Season A,Ruhango,Other crops,1724.70915,1818.249217
2021,Season A,Muhanga,Maize,2284.278649,1795.9074
2021,Season A,Muhanga,Sorghum,20.61442268,28.45102
2021,Season A,Muhanga,Paddy rice,502.85,145.0699
2021,Season A,Muhanga,Wheat,12.4,3.421103
2021,Season A,Muhanga,Other Cereals,16.18133155,22.76082
2021,Season A,Muhanga,Cassava,18392.80305,9577.066
2021,Season A,Muhanga,Sweet potatoes,27734.66434,4332.668
2021,Season A,Muhanga,Irish potatoes,1120.395629,355.68836
2021,Season A,Muhanga,Yams & Taro,21191.14274,3146.294
2021,Season A,Muhanga,Cooking Banana,11651.27219,3274.536
2021,Season A,Muhanga,Dessert banana,6742.919109,2209.459
2021,Season A,Muhanga,Banana for beer,39393.94431,11261.94
2021,Season A,Muhanga,Legumes and Pulses,4821.075579,9064.53667
2021,Season A,Muhanga,Bush bean,1735.993454,3695.299
2021,Season A,Muhanga,Small red bean,NA,NA
2021,Season A,Muhanga,Climbing bean,1961.668282,3351.522
2021,Season A,Muhanga,Peas,50.62024382,54.62596
2021,Season A,Muhanga,Ground nuts,7.418723461,19.91571
2021,Season A,Muhanga,Soya beans,1065.374876,1943.174
2021,Season A,Muhanga,Vegetables,4751.614156,408.13551
2021,Season A,Muhanga,Fruits,242.5728225,177.90503
2021,Season A,Muhanga,Fodder crops,11169.64096,495.30164
2021,Season A,Muhanga,Other crops,802.0766873,1046.23443
2021,Season A,Kamonyi,Maize,5617.015521,4066.5542
2021,Season A,Kamonyi,Sorghum,NA,NA
2021,Season A,Kamonyi,Paddy rice,766.978,183.6431
2021,Season A,Kamonyi,Wheat,NA,NA
2021,Season A,Kamonyi,Other Cereals,NA,NA
2021,Season A,Kamonyi,Cassava,24521.3391,12302.97
2021,Season A,Kamonyi,Sweet potatoes,10975.85083,2380.652
2021,Season A,Kamonyi,Irish potatoes,2273.387488,672.7121
2021,Season A,Kamonyi,Yams & Taro,1472.789957,361.26359
2021,Season A,Kamonyi,Cooking Banana,8409.995173,2118.68
2021,Season A,Kamonyi,Dessert banana,4387.026655,1862.313
2021,Season A,Kamonyi,Banana for beer,31225.10343,8529.38
2021,Season A,Kamonyi,Legumes and Pulses,9930.539155,17540.69575
2021,Season A,Kamonyi,Bush bean,6712.934691,11962.86102
2021,Season A,Kamonyi,Small red bean,NA,NA
2021,Season A,Kamonyi,Climbing bean,1328.174615,1879.828
2021,Season A,Kamonyi,Peas,33.23282339,82.71744
2021,Season A,Kamonyi,Ground nuts,318.1446496,957.8184
2021,Season A,Kamonyi,Soya beans,1538.052376,2657.47089
2021,Season A,Kamonyi,Vegetables,5757.227654,787.119536
2021,Season A,Kamonyi,Fruits,5669.810064,930.13961
2021,Season A,Kamonyi,Fodder crops,6810.981173,415.856
2021,Season A,Kamonyi,Other crops,2631.052703,2458.67132
2021,Season A,Karongi,Maize,12987.60646,8207.594
2021,Season A,Karongi,Sorghum,NA,NA
2021,Season A,Karongi,Paddy rice,NA,NA
2021,Season A,Karongi,Wheat,34.77388021,64.79799
2021,Season A,Karongi,Other Cereals,NA,NA
2021,Season A,Karongi,Cassava,14074.09897,8702.98
2021,Season A,Karongi,Sweet potatoes,35085.43419,5101.598
2021,Season A,Karongi,Irish potatoes,9328.928453,1069.732
2021,Season A,Karongi,Yams & Taro,7324.423431,1303.041
2021,Season A,Karongi,Cooking Banana,9899.691776,2414.398
2021,Season A,Karongi,Dessert banana,7130.179107,1606.661
2021,Season A,Karongi,Banana for beer,29740.19551,7671.357
2021,Season A,Karongi,Legumes and Pulses,7197.845893,8760.297
2021,Season A,Karongi,Bush bean,1453.303929,2539.006
2021,Season A,Karongi,Small red bean,NA,NA
2021,Season A,Karongi,Climbing bean,4329.995934,4273.146
2021,Season A,Karongi,Peas,750.5890323,811.684
2021,Season A,Karongi,Ground nuts,NA,NA
2021,Season A,Karongi,Soya beans,663.9569966,1136.461
2021,Season A,Karongi,Vegetables,9591.558262,965.84112
2021,Season A,Karongi,Fruits,969.9170015,199.218206
2021,Season A,Karongi,Fodder crops,6479.065739,429.92706
2021,Season A,Karongi,Other crops,562.2920931,1337.582224
2021,Season A,Rutsiro,Maize,10726.77555,6697.671
2021,Season A,Rutsiro,Sorghum,NA,NA
2021,Season A,Rutsiro,Paddy rice,NA,NA
2021,Season A,Rutsiro,Wheat,170.5835049,318.08
2021,Season A,Rutsiro,Other Cereals,NA,NA
2021,Season A,Rutsiro,Cassava,2224.998911,2394.614
2021,Season A,Rutsiro,Sweet potatoes,28639.9793,3888.777
2021,Season A,Rutsiro,Irish potatoes,29873.83615,3140.95
2021,Season A,Rutsiro,Yams & Taro,9676.283422,1304.654
2021,Season A,Rutsiro,Cooking Banana,8971.48672,1837.108
2021,Season A,Rutsiro,Dessert banana,3132.821388,1361.009
2021,Season A,Rutsiro,Banana for beer,20808.22187,3880.168
2021,Season A,Rutsiro,Legumes and Pulses,4785.427049,5780.4805
2021,Season A,Rutsiro,Bush bean,265.8790451,570.2211
2021,Season A,Rutsiro,Small red bean,NA,NA
2021,Season A,Rutsiro,Climbing bean,3468.433313,3765.276
2021,Season A,Rutsiro,Peas,509.5921353,605.212
2021,Season A,Rutsiro,Ground nuts,NA,NA
2021,Season A,Rutsiro,Soya beans,541.5225564,839.7714
2021,Season A,Rutsiro,Vegetables,3407.644165,452.0315
2021,Season A,Rutsiro,Fruits,3379.681336,653.23079
2021,Season A,Rutsiro,Fodder crops,3542.243037,285.55074
2021,Season A,Rutsiro,Other crops,8642.092969,3395.2566
2021,Season A,Rubavu,Maize,3365.669263,2128.19633
2021,Season A,Rubavu,Sorghum,103.4836202,134.6179
2021,Season A,Rubavu,Paddy rice,NA,NA
2021,Season A,Rubavu,Wheat,NA,NA
2021,Season A,Rubavu,Other Cereals,NA,NA
2021,Season A,Rubavu,Cassava,NA,735.647163
2021,Season A,Rubavu,Sweet potatoes,4997.754669,708.2816
2021,Season A,Rubavu,Irish potatoes,69790.34469,5467.60762
2021,Season A,Rubavu,Yams & Taro,492.2607387,106.554853
2021,Season A,Rubavu,Cooking Banana,5172.233185,1097.58691
2021,Season A,Rubavu,Dessert banana,979.7322487,339.3778
2021,Season A,Rubavu,Banana for beer,9520.550144,1887.355
2021,Season A,Rubavu,Legumes and Pulses,5990.005572,8168.479707
2021,Season A,Rubavu,Bush bean,353.7067368,816.835889
2021,Season A,Rubavu,Small red bean,NA,NA
2021,Season A,Rubavu,Climbing bean,5280.557272,6971.593025
2021,Season A,Rubavu,Peas,51.37950764,78.360263
2021,Season A,Rubavu,Ground nuts,26.09437612,42.04223
2021,Season A,Rubavu,Soya beans,278.2676796,259.6483
2021,Season A,Rubavu,Vegetables,17255.39895,1985.143132
2021,Season A,Rubavu,Fruits,137.0887119,78.223963
2021,Season A,Rubavu,Fodder crops,24,0.9776262
2021,Season A,Rubavu,Other crops,28452.95732,2148.829876
2021,Season A,Nyabihu,Maize,4206.79028,3458.192
2021,Season A,Nyabihu,Sorghum,1070.935379,1247.514
2021,Season A,Nyabihu,Paddy rice,NA,NA
2021,Season A,Nyabihu,Wheat,1267.542765,1241.928
2021,Season A,Nyabihu,Other Cereals,NA,NA
2021,Season A,Nyabihu,Cassava,1172.392654,859.1095
2021,Season A,Nyabihu,Sweet potatoes,20978.92103,3008.485
2021,Season A,Nyabihu,Irish potatoes,115357.3573,9059.189
2021,Season A,Nyabihu,Yams & Taro,858.701953,102.1068
2021,Season A,Nyabihu,Cooking Banana,1004.888588,469.1677
2021,Season A,Nyabihu,Dessert banana,730.8500764,232.1372
2021,Season A,Nyabihu,Banana for beer,1564.582675,723.9698
2021,Season A,Nyabihu,Legumes and Pulses,4898.036609,8360.8088
2021,Season A,Nyabihu,Bush bean,83.70260163,218.8879
2021,Season A,Nyabihu,Small red bean,NA,NA
2021,Season A,Nyabihu,Climbing bean,4141.11463,7319.549
2021,Season A,Nyabihu,Peas,673.2193776,822.3719
2021,Season A,Nyabihu,Ground nuts,NA,NA
2021,Season A,Nyabihu,Soya beans,NA,NA
2021,Season A,Nyabihu,Vegetables,10401.10638,806.10765
2021,Season A,Nyabihu,Fruits,145.3171333,380.26264
2021,Season A,Nyabihu,Fodder crops,1137.999905,154.1094
2021,Season A,Nyabihu,Other crops,817.8988432,2574.95951
2021,Season A,Ngororero,Maize,4817.692091,5230.756
2021,Season A,Ngororero,Sorghum,370.0914502,451.7172
2021,Season A,Ngororero,Paddy rice,NA,NA
2021,Season A,Ngororero,Wheat,443.1117451,512.9681
2021,Season A,Ngororero,Other Cereals,NA,NA
2021,Season A,Ngororero,Cassava,NA,NA
2021,Season A,Ngororero,Sweet potatoes,34059.24209,5388.69
2021,Season A,Ngororero,Irish potatoes,8036.122833,1727.841
2021,Season A,Ngororero,Yams & Taro,7247.511667,1807.123
2021,Season A,Ngororero,Cooking Banana,5582.181485,2363.577
2021,Season A,Ngororero,Dessert banana,5385.188617,2095.41
2021,Season A,Ngororero,Banana for beer,18956.09553,8407.563
2021,Season A,Ngororero,Legumes and Pulses,9330.723253,14103.2583
2021,Season A,Ngororero,Bush bean,877.5070776,2031.899
2021,Season A,Ngororero,Small red bean,NA,NA
2021,Season A,Ngororero,Climbing bean,7617.696558,10180.7
2021,Season A,Ngororero,Peas,378.0216078,483.2533
2021,Season A,Ngororero,Ground nuts,NA,NA
2021,Season A,Ngororero,Soya beans,457.4980092,1407.406
2021,Season A,Ngororero,Vegetables,2012.495947,242.82754
2021,Season A,Ngororero,Fruits,1616.763627,390.237616
2021,Season A,Ngororero,Fodder crops,2079.855193,201.8685
2021,Season A,Ngororero,Other crops,7267.013025,1643.38976
2021,Season A,Rusizi,Maize,10782.46276,7132.99931
2021,Season A,Rusizi,Sorghum,12.73350436,29.65248
2021,Season A,Rusizi,Paddy rice,7242.643366,1498.68942
2021,Season A,Rusizi,Wheat,NA,NA
2021,Season A,Rusizi,Other Cereals,NA,NA
2021,Season A,Rusizi,Cassava,15855.03849,14994.6621
2021,Season A,Rusizi,Sweet potatoes,13097.63024,2242.155072
2021,Season A,Rusizi,Irish potatoes,780.0848381,200.1913
2021,Season A,Rusizi,Yams & Taro,9402.131545,1432.88447
2021,Season A,Rusizi,Cooking Banana,8608.968646,2171.894006
2021,Season A,Rusizi,Dessert banana,1721.818026,566.1977
2021,Season A,Rusizi,Banana for beer,17316.89336,3210.038006
2021,Season A,Rusizi,Legumes and Pulses,9400.068078,14858.94364
2021,Season A,Rusizi,Bush bean,6440.824844,10409.68709
2021,Season A,Rusizi,Small red bean,NA,NA
2021,Season A,Rusizi,Climbing bean,1517.827559,2437.035
2021,Season A,Rusizi,Peas,126.2243847,148.8946
2021,Season A,Rusizi,Ground nuts,265.8275264,441.5524
2021,Season A,Rusizi,Soya beans,1049.363764,1421.774549
2021,Season A,Rusizi,Vegetables,6823.535425,931.008627
2021,Season A,Rusizi,Fruits,731.936022,436.72286
2021,Season A,Rusizi,Fodder crops,220.1813453,49.92
2021,Season A,Rusizi,Other crops,8807.30719,3113.7842
2021,Season A,Nyamasheke,Maize,8407.591883,5432.637707
2021,Season A,Nyamasheke,Sorghum,71.82036355,98.87641
2021,Season A,Nyamasheke,Paddy rice,1905.624,336.7904
2021,Season A,Nyamasheke,Wheat,15.10891247,29.96255
2021,Season A,Nyamasheke,Other Cereals,97.89833439,85.39326
2021,Season A,Nyamasheke,Cassava,27110.15882,11953.96112
2021,Season A,Nyamasheke,Sweet potatoes,15429.39458,3832.771
2021,Season A,Nyamasheke,Irish potatoes,580.4927505,122.4184
2021,Season A,Nyamasheke,Yams & Taro,6072.990634,1256.418
2021,Season A,Nyamasheke,Cooking Banana,5449.325407,2432.522
2021,Season A,Nyamasheke,Dessert banana,2037.296288,1083.451
2021,Season A,Nyamasheke,Banana for beer,11044.27243,4075.566
2021,Season A,Nyamasheke,Legumes and Pulses,7668.356271,10117.87657
2021,Season A,Nyamasheke,Bush bean,1591.849909,2694.246532
2021,Season A,Nyamasheke,Small red bean,NA,NA
2021,Season A,Nyamasheke,Climbing bean,4945.05227,5550.45412
2021,Season A,Nyamasheke,Peas,108.4174453,148.4672
2021,Season A,Nyamasheke,Ground nuts,129.3299454,259.72672
2021,Season A,Nyamasheke,Soya beans,893.7067022,1464.982
2021,Season A,Nyamasheke,Vegetables,3761.782326,419.32124
2021,Season A,Nyamasheke,Fruits,291.5388355,211.0314
2021,Season A,Nyamasheke,Fodder crops,1319.583062,59.9251
2021,Season A,Nyamasheke,Other crops,3507.128935,4535.2139
2021,Season A,Rulindo,Maize,6384.878978,4163.547203
2021,Season A,Rulindo,Sorghum,NA,NA
2021,Season A,Rulindo,Paddy rice,64.7,16.50772
2021,Season A,Rulindo,Wheat,44.91468983,51.155804
2021,Season A,Rulindo,Other Cereals,NA,5.85786
2021,Season A,Rulindo,Cassava,8780.389768,4566.098
2021,Season A,Rulindo,Sweet potatoes,29282.79105,4329.216
2021,Season A,Rulindo,Irish potatoes,5536.369379,1152.63297
2021,Season A,Rulindo,Yams & Taro,371.1554067,79.08111
2021,Season A,Rulindo,Cooking Banana,7802.623065,2325.891
2021,Season A,Rulindo,Dessert banana,3952.962366,1318.994
2021,Season A,Rulindo,Banana for beer,10578.36827,3579.295678
2021,Season A,Rulindo,Legumes and Pulses,7055.870139,13382.46222
2021,Season A,Rulindo,Bush bean,2816.955349,5636.025172
2021,Season A,Rulindo,Small red bean,NA,NA
2021,Season A,Rulindo,Climbing bean,3724.811279,6906.82216
2021,Season A,Rulindo,Peas,307.8603142,431.713021
2021,Season A,Rulindo,Ground nuts,24.51206101,55.95772
2021,Season A,Rulindo,Soya beans,181.7311368,351.9441438
2021,Season A,Rulindo,Vegetables,11819.75336,1242.828411
2021,Season A,Rulindo,Fruits,2017.607514,532.41254
2021,Season A,Rulindo,Fodder crops,3350.152884,870.8717
